product_type,county,eic_count,installed_capacity,is_business,date,data_block_id
0,0,5,400.0,1,2021-12-06,98
1,0,52,1564.5,1,2021-12-06,98
2,0,6,7.0,1,2021-12-06,98
3,0,265,13770.49,1,2021-12-06,98
1,0,148,1336.69,0,2021-12-07,99
2,0,13,132.70000000000002,0,2021-12-07,99
3,0,742,7668.62,0,2021-12-07,99
0,0,5,400.0,1,2021-12-07,99
1,0,52,1564.5,1,2021-12-07,99
2,0,6,7.0,1,2021-12-07,99
3,0,265,13770.49,1,2021-12-07,99
1,0,148,1336.69,0,2021-12-08,100
2,0,13,132.70000000000002,0,2021-12-08,100
3,0,742,7668.62,0,2021-12-08,100
0,0,5,400.0,1,2021-12-08,100
1,0,52,1564.5,1,2021-12-08,100
2,0,6,7.0,1,2021-12-08,100
3,0,265,13770.49,1,2021-12-08,100
1,0,147,1333.69,0,2021-12-09,101
2,0,14,135.70000000000002,0,2021-12-09,101
3,0,742,7668.62,0,2021-12-09,101
0,0,5,400.0,1,2021-12-09,101
1,0,52,1564.5,1,2021-12-09,101
2,0,6,7.0,1,2021-12-09,101
3,0,265,13770.49,1,2021-12-09,101
1,0,148,1345.69,0,2021-12-10,102
2,0,14,135.70000000000002,0,2021-12-10,102
3,0,741,7656.62,0,2021-12-10,102
0,0,5,400.0,1,2021-12-10,102
1,0,52,1564.5,1,2021-12-10,102
2,0,6,7.0,1,2021-12-10,102
3,0,265,13770.49,1,2021-12-10,102
1,0,148,1345.69,0,2021-12-11,103
2,0,15,138.70000000000002,0,2021-12-11,103
3,0,740,7653.62,0,2021-12-11,103
0,0,5,400.0,1,2021-12-11,103
1,0,52,1564.5,1,2021-12-11,103
2,0,6,7.0,1,2021-12-11,103
3,0,265,13770.49,1,2021-12-11,103
1,0,148,1345.69,0,2021-12-12,104
2,0,15,138.70000000000002,0,2021-12-12,104
3,0,740,7653.62,0,2021-12-12,104
0,0,5,400.0,1,2021-12-12,104
1,0,52,1564.5,1,2021-12-12,104
2,0,6,7.0,1,2021-12-12,104
3,0,265,13770.49,1,2021-12-12,104
1,0,148,1345.69,0,2021-12-13,105
2,0,15,138.70000000000002,0,2021-12-13,105
3,0,740,7653.62,0,2021-12-13,105
0,0,5,400.0,1,2021-12-13,105
1,0,52,1564.5,1,2021-12-13,105
2,0,6,7.0,1,2021-12-13,105
3,0,265,13770.49,1,2021-12-13,105
1,0,148,1345.69,0,2021-12-14,106
2,0,15,138.70000000000002,0,2021-12-14,106
3,0,740,7653.62,0,2021-12-14,106
0,0,5,400.0,1,2021-12-14,106
1,0,52,1564.5,1,2021-12-14,106
2,0,6,7.0,1,2021-12-14,106
3,0,265,13770.49,1,2021-12-14,106
1,0,148,1345.69,0,2021-12-15,107
2,0,15,138.70000000000002,0,2021-12-15,107
3,0,740,7653.62,0,2021-12-15,107
0,0,5,400.0,1,2021-12-15,107
1,0,52,1564.5,1,2021-12-15,107
2,0,6,7.0,1,2021-12-15,107
3,0,265,13770.49,1,2021-12-15,107
1,0,148,1345.69,0,2021-12-16,108
2,0,15,138.70000000000002,0,2021-12-16,108
3,0,740,7653.62,0,2021-12-16,108
0,0,5,400.0,1,2021-12-16,108
1,0,52,1564.5,1,2021-12-16,108
2,0,6,7.0,1,2021-12-16,108
3,0,265,13770.49,1,2021-12-16,108
1,0,148,1345.69,0,2021-12-17,109
2,0,15,138.70000000000002,0,2021-12-17,109
3,0,740,7653.62,0,2021-12-17,109
0,0,5,400.0,1,2021-12-17,109
1,0,52,1564.5,1,2021-12-17,109
2,0,7,7.5,1,2021-12-17,109
3,0,264,13769.99,1,2021-12-17,109
1,0,148,1345.69,0,2021-12-18,110
2,0,15,138.70000000000002,0,2021-12-18,110
3,0,740,7653.62,0,2021-12-18,110
0,0,5,400.0,1,2021-12-18,110
1,0,52,1564.5,1,2021-12-18,110
2,0,7,7.5,1,2021-12-18,110
3,0,264,13769.99,1,2021-12-18,110
1,0,148,1345.69,0,2021-12-19,111
2,0,15,138.70000000000002,0,2021-12-19,111
3,0,740,7653.62,0,2021-12-19,111
0,0,5,400.0,1,2021-12-19,111
1,0,52,1564.5,1,2021-12-19,111
2,0,7,7.5,1,2021-12-19,111
3,0,264,13769.99,1,2021-12-19,111
1,0,148,1345.69,0,2021-12-20,112
2,0,15,138.70000000000002,0,2021-12-20,112
3,0,740,7653.62,0,2021-12-20,112
0,0,5,400.0,1,2021-12-20,112
1,0,52,1564.5,1,2021-12-20,112
2,0,7,7.5,1,2021-12-20,112
3,0,264,13769.99,1,2021-12-20,112
1,0,148,1345.69,0,2021-12-21,113
2,0,15,138.70000000000002,0,2021-12-21,113
3,0,740,7653.62,0,2021-12-21,113
0,0,5,400.0,1,2021-12-21,113
1,0,52,1564.5,1,2021-12-21,113
2,0,7,7.5,1,2021-12-21,113
3,0,264,13769.99,1,2021-12-21,113
1,0,148,1345.69,0,2021-12-22,114
2,0,15,138.70000000000002,0,2021-12-22,114
3,0,740,7653.62,0,2021-12-22,114
0,0,5,400.0,1,2021-12-22,114
1,0,52,1564.5,1,2021-12-22,114
2,0,7,7.5,1,2021-12-22,114
3,0,264,13769.99,1,2021-12-22,114
1,0,148,1345.69,0,2021-12-23,115
2,0,15,138.70000000000002,0,2021-12-23,115
3,0,740,7653.62,0,2021-12-23,115
0,0,5,400.0,1,2021-12-23,115
1,0,52,1564.5,1,2021-12-23,115
2,0,7,7.5,1,2021-12-23,115
3,0,264,13769.99,1,2021-12-23,115
1,0,148,1345.69,0,2021-12-24,116
2,0,15,138.70000000000002,0,2021-12-24,116
3,0,740,7653.62,0,2021-12-24,116
0,0,5,400.0,1,2021-12-24,116
1,0,52,1564.5,1,2021-12-24,116
2,0,7,7.5,1,2021-12-24,116
3,0,264,13769.99,1,2021-12-24,116
1,0,148,1345.69,0,2021-12-25,117
2,0,15,138.70000000000002,0,2021-12-25,117
3,0,740,7653.62,0,2021-12-25,117
0,0,5,400.0,1,2021-12-25,117
1,0,52,1564.5,1,2021-12-25,117
2,0,7,7.5,1,2021-12-25,117
3,0,264,13769.99,1,2021-12-25,117
1,0,148,1345.69,0,2021-12-26,118
2,0,15,138.70000000000002,0,2021-12-26,118
3,0,740,7653.62,0,2021-12-26,118
0,0,5,400.0,1,2021-12-26,118
1,0,52,1564.5,1,2021-12-26,118
2,0,7,7.5,1,2021-12-26,118
3,0,264,13769.99,1,2021-12-26,118
1,0,148,1345.69,0,2021-12-27,119
2,0,15,138.70000000000002,0,2021-12-27,119
3,0,740,7653.62,0,2021-12-27,119
0,0,5,400.0,1,2021-12-27,119
1,0,52,1564.5,1,2021-12-27,119
2,0,7,7.5,1,2021-12-27,119
3,0,264,13769.99,1,2021-12-27,119
1,0,148,1345.69,0,2021-12-28,120
2,0,15,138.70000000000002,0,2021-12-28,120
3,0,740,7653.62,0,2021-12-28,120
0,0,5,400.0,1,2021-12-28,120
1,0,52,1564.5,1,2021-12-28,120
2,0,7,7.5,1,2021-12-28,120
3,0,264,13769.99,1,2021-12-28,120
1,0,148,1345.69,0,2021-12-29,121
2,0,16,153.70000000000002,0,2021-12-29,121
3,0,739,7638.62,0,2021-12-29,121
0,0,5,400.0,1,2021-12-29,121
1,0,52,1564.5,1,2021-12-29,121
2,0,7,7.5,1,2021-12-29,121
3,0,264,13769.99,1,2021-12-29,121
1,0,148,1345.69,0,2021-12-30,122
2,0,16,153.70000000000002,0,2021-12-30,122
3,0,739,7638.62,0,2021-12-30,122
0,0,5,400.0,1,2021-12-30,122
1,0,52,1564.5,1,2021-12-30,122
2,0,7,7.5,1,2021-12-30,122
3,0,264,13769.99,1,2021-12-30,122
1,0,148,1345.69,0,2021-12-31,123
2,0,16,153.70000000000002,0,2021-12-31,123
3,0,739,7638.62,0,2021-12-31,123
0,0,5,400.0,1,2021-12-31,123
1,0,52,1564.5,1,2021-12-31,123
2,0,7,7.5,1,2021-12-31,123
3,0,264,13769.99,1,2021-12-31,123
1,0,180,1620.57,0,2022-01-01,124
2,0,20,154.70000000000002,0,2022-01-01,124
3,0,741,7590.04,0,2022-01-01,124
0,0,7,436.0,1,2022-01-01,124
1,0,54,1493.3000000000002,1,2022-01-01,124
2,0,22,97.5,1,2022-01-01,124
3,0,293,12516.19,1,2022-01-01,124
1,0,180,1620.57,0,2022-01-02,125
2,0,20,154.70000000000002,0,2022-01-02,125
3,0,741,7590.04,0,2022-01-02,125
0,0,7,436.0,1,2022-01-02,125
1,0,54,1493.3000000000002,1,2022-01-02,125
2,0,21,97.0,1,2022-01-02,125
3,0,293,12516.19,1,2022-01-02,125
1,0,180,1620.57,0,2022-01-03,126
2,0,20,154.70000000000002,0,2022-01-03,126
3,0,741,7590.04,0,2022-01-03,126
0,0,7,436.0,1,2022-01-03,126
1,0,54,1493.3000000000002,1,2022-01-03,126
2,0,21,97.0,1,2022-01-03,126
3,0,293,12516.19,1,2022-01-03,126
1,0,180,1620.57,0,2022-01-04,127
2,0,20,154.70000000000002,0,2022-01-04,127
3,0,741,7590.04,0,2022-01-04,127
0,0,7,436.0,1,2022-01-04,127
1,0,54,1493.3000000000002,1,2022-01-04,127
2,0,21,97.0,1,2022-01-04,127
3,0,293,12516.19,1,2022-01-04,127
1,0,180,1620.57,0,2022-01-05,128
2,0,22,154.70000000000002,0,2022-01-05,128
3,0,741,7590.04,0,2022-01-05,128
0,0,7,436.0,1,2022-01-05,128
1,0,54,1493.3000000000002,1,2022-01-05,128
2,0,20,97.0,1,2022-01-05,128
3,0,293,12516.19,1,2022-01-05,128
1,0,180,1620.57,0,2022-01-06,129
2,0,22,154.70000000000002,0,2022-01-06,129
3,0,741,7590.04,0,2022-01-06,129
0,0,7,436.0,1,2022-01-06,129
1,0,54,1493.3000000000002,1,2022-01-06,129
2,0,20,97.0,1,2022-01-06,129
3,0,293,12516.19,1,2022-01-06,129
1,0,180,1620.57,0,2022-01-07,130
2,0,22,154.70000000000002,0,2022-01-07,130
3,0,741,7590.04,0,2022-01-07,130
0,0,7,436.0,1,2022-01-07,130
1,0,54,1493.3000000000002,1,2022-01-07,130
2,0,20,97.0,1,2022-01-07,130
3,0,293,12516.19,1,2022-01-07,130
1,0,180,1620.57,0,2022-01-08,131
2,0,22,154.70000000000002,0,2022-01-08,131
3,0,741,7590.04,0,2022-01-08,131
0,0,7,436.0,1,2022-01-08,131
1,0,54,1493.3000000000002,1,2022-01-08,131
2,0,20,97.0,1,2022-01-08,131
3,0,292,12516.19,1,2022-01-08,131
1,0,180,1620.57,0,2022-01-09,132
2,0,22,154.70000000000002,0,2022-01-09,132
3,0,741,7590.04,0,2022-01-09,132
0,0,7,436.0,1,2022-01-09,132
1,0,54,1493.3000000000002,1,2022-01-09,132
2,0,20,97.0,1,2022-01-09,132
3,0,292,12516.19,1,2022-01-09,132
1,0,180,1620.57,0,2022-01-10,133
2,0,22,154.70000000000002,0,2022-01-10,133
3,0,741,7590.04,0,2022-01-10,133
0,0,7,436.0,1,2022-01-10,133
1,0,54,1493.3000000000002,1,2022-01-10,133
2,0,20,97.0,1,2022-01-10,133
3,0,292,12516.19,1,2022-01-10,133
1,0,180,1620.57,0,2022-01-11,134
2,0,22,154.70000000000002,0,2022-01-11,134
3,0,741,7590.04,0,2022-01-11,134
0,0,7,436.0,1,2022-01-11,134
1,0,54,1493.3000000000002,1,2022-01-11,134
2,0,20,97.0,1,2022-01-11,134
3,0,292,12516.19,1,2022-01-11,134
1,0,180,1620.57,0,2022-01-12,135
2,0,22,154.70000000000002,0,2022-01-12,135
3,0,741,7590.04,0,2022-01-12,135
0,0,7,436.0,1,2022-01-12,135
1,0,54,1493.3000000000002,1,2022-01-12,135
2,0,20,97.0,1,2022-01-12,135
3,0,292,12516.19,1,2022-01-12,135
1,0,180,1620.57,0,2022-01-13,136
2,0,22,154.70000000000002,0,2022-01-13,136
3,0,741,7590.04,0,2022-01-13,136
0,0,7,436.0,1,2022-01-13,136
1,0,54,1493.3000000000002,1,2022-01-13,136
2,0,20,97.0,1,2022-01-13,136
3,0,292,12516.19,1,2022-01-13,136
1,0,180,1620.57,0,2022-01-14,137
2,0,22,154.70000000000002,0,2022-01-14,137
3,0,741,7590.04,0,2022-01-14,137
0,0,7,436.0,1,2022-01-14,137
1,0,54,1493.3000000000002,1,2022-01-14,137
2,0,20,97.0,1,2022-01-14,137
3,0,292,12516.19,1,2022-01-14,137
1,0,180,1620.57,0,2022-01-15,138
2,0,22,154.70000000000002,0,2022-01-15,138
3,0,741,7590.04,0,2022-01-15,138
0,0,7,436.0,1,2022-01-15,138
1,0,54,1493.3000000000002,1,2022-01-15,138
2,0,20,97.0,1,2022-01-15,138
3,0,292,12516.19,1,2022-01-15,138
1,0,180,1620.57,0,2022-01-16,139
2,0,22,154.70000000000002,0,2022-01-16,139
3,0,741,7590.04,0,2022-01-16,139
0,0,7,436.0,1,2022-01-16,139
1,0,54,1493.3000000000002,1,2022-01-16,139
2,0,20,97.0,1,2022-01-16,139
3,0,292,12516.19,1,2022-01-16,139
1,0,180,1620.57,0,2022-01-17,140
2,0,22,154.70000000000002,0,2022-01-17,140
3,0,741,7590.04,0,2022-01-17,140
0,0,7,436.0,1,2022-01-17,140
1,0,54,1493.3000000000002,1,2022-01-17,140
2,0,20,97.0,1,2022-01-17,140
3,0,292,12516.19,1,2022-01-17,140
1,0,180,1620.57,0,2022-01-18,141
2,0,22,154.70000000000002,0,2022-01-18,141
3,0,741,7590.04,0,2022-01-18,141
0,0,7,436.0,1,2022-01-18,141
1,0,54,1493.3000000000002,1,2022-01-18,141
2,0,20,97.0,1,2022-01-18,141
3,0,292,12516.19,1,2022-01-18,141
1,0,180,1620.57,0,2022-01-19,142
2,0,22,154.70000000000002,0,2022-01-19,142
3,0,741,7590.04,0,2022-01-19,142
0,0,7,436.0,1,2022-01-19,142
1,0,54,1493.3000000000002,1,2022-01-19,142
2,0,20,97.0,1,2022-01-19,142
3,0,292,12516.19,1,2022-01-19,142
1,0,180,1620.57,0,2022-01-20,143
2,0,22,154.70000000000002,0,2022-01-20,143
3,0,741,7590.04,0,2022-01-20,143
0,0,7,436.0,1,2022-01-20,143
1,0,54,1493.3000000000002,1,2022-01-20,143
2,0,20,97.0,1,2022-01-20,143
3,0,292,12516.19,1,2022-01-20,143
1,0,180,1620.57,0,2022-01-21,144
2,0,22,154.70000000000002,0,2022-01-21,144
3,0,741,7590.04,0,2022-01-21,144
0,0,7,436.0,1,2022-01-21,144
1,0,54,1493.3000000000002,1,2022-01-21,144
2,0,20,97.0,1,2022-01-21,144
3,0,292,12516.19,1,2022-01-21,144
1,0,180,1620.57,0,2022-01-22,145
2,0,22,154.70000000000002,0,2022-01-22,145
3,0,741,7590.04,0,2022-01-22,145
0,0,7,436.0,1,2022-01-22,145
1,0,54,1493.3000000000002,1,2022-01-22,145
2,0,20,97.0,1,2022-01-22,145
3,0,292,12516.19,1,2022-01-22,145
1,0,180,1620.57,0,2022-01-23,146
2,0,22,154.70000000000002,0,2022-01-23,146
3,0,741,7590.04,0,2022-01-23,146
0,0,7,436.0,1,2022-01-23,146
1,0,54,1493.3000000000002,1,2022-01-23,146
2,0,20,97.0,1,2022-01-23,146
3,0,292,12516.19,1,2022-01-23,146
1,0,180,1620.57,0,2022-01-24,147
2,0,22,154.70000000000002,0,2022-01-24,147
3,0,741,7590.04,0,2022-01-24,147
0,0,7,436.0,1,2022-01-24,147
1,0,54,1493.3000000000002,1,2022-01-24,147
2,0,20,97.0,1,2022-01-24,147
3,0,292,12516.19,1,2022-01-24,147
1,0,180,1620.57,0,2022-01-25,148
2,0,22,154.70000000000002,0,2022-01-25,148
3,0,741,7590.04,0,2022-01-25,148
0,0,7,436.0,1,2022-01-25,148
1,0,54,1493.3000000000002,1,2022-01-25,148
2,0,20,97.0,1,2022-01-25,148
3,0,292,12516.19,1,2022-01-25,148
1,0,180,1620.57,0,2022-01-26,149
2,0,22,154.70000000000002,0,2022-01-26,149
3,0,741,7590.04,0,2022-01-26,149
0,0,7,436.0,1,2022-01-26,149
1,0,54,1493.3000000000002,1,2022-01-26,149
2,0,20,97.0,1,2022-01-26,149
3,0,292,12516.19,1,2022-01-26,149
1,0,180,1620.57,0,2022-01-27,150
2,0,22,154.70000000000002,0,2022-01-27,150
3,0,741,7590.04,0,2022-01-27,150
0,0,7,436.0,1,2022-01-27,150
1,0,54,1493.3000000000002,1,2022-01-27,150
2,0,20,97.0,1,2022-01-27,150
3,0,292,12516.19,1,2022-01-27,150
1,0,180,1620.57,0,2022-01-28,151
2,0,22,154.70000000000002,0,2022-01-28,151
3,0,741,7590.04,0,2022-01-28,151
0,0,7,436.0,1,2022-01-28,151
1,0,54,1493.3000000000002,1,2022-01-28,151
2,0,20,97.0,1,2022-01-28,151
3,0,292,12516.19,1,2022-01-28,151
1,0,180,1620.57,0,2022-01-29,152
2,0,22,154.70000000000002,0,2022-01-29,152
3,0,741,7590.04,0,2022-01-29,152
0,0,7,436.0,1,2022-01-29,152
1,0,54,1493.3000000000002,1,2022-01-29,152
2,0,20,97.0,1,2022-01-29,152
3,0,292,12516.19,1,2022-01-29,152
1,0,180,1620.57,0,2022-01-30,153
2,0,22,154.70000000000002,0,2022-01-30,153
3,0,741,7590.04,0,2022-01-30,153
0,0,7,436.0,1,2022-01-30,153
1,0,54,1493.3000000000002,1,2022-01-30,153
2,0,20,97.0,1,2022-01-30,153
3,0,292,12516.19,1,2022-01-30,153
1,0,180,1620.57,0,2022-01-31,154
2,0,22,154.70000000000002,0,2022-01-31,154
3,0,741,7590.04,0,2022-01-31,154
0,0,7,436.0,1,2022-01-31,154
1,0,54,1493.3000000000002,1,2022-01-31,154
2,0,20,97.0,1,2022-01-31,154
3,0,292,12516.19,1,2022-01-31,154
1,0,216,1917.47,0,2022-02-01,155
2,0,22,141.70000000000002,0,2022-02-01,155
3,0,734,7557.94,0,2022-02-01,155
0,0,9,558.0,1,2022-02-01,155
1,0,59,1628.3000000000002,1,2022-02-01,155
2,0,18,20.0,1,2022-02-01,155
3,0,294,12558.19,1,2022-02-01,155
1,0,216,1917.47,0,2022-02-02,156
2,0,22,141.70000000000002,0,2022-02-02,156
3,0,734,7557.94,0,2022-02-02,156
0,0,9,558.0,1,2022-02-02,156
1,0,59,1628.3000000000002,1,2022-02-02,156
2,0,18,20.0,1,2022-02-02,156
3,0,294,12558.19,1,2022-02-02,156
1,0,216,1917.47,0,2022-02-03,157
2,0,22,141.70000000000002,0,2022-02-03,157
3,0,734,7557.94,0,2022-02-03,157
0,0,9,558.0,1,2022-02-03,157
1,0,59,1628.3000000000002,1,2022-02-03,157
2,0,18,20.0,1,2022-02-03,157
3,0,294,12558.19,1,2022-02-03,157
1,0,216,1917.47,0,2022-02-04,158
2,0,22,141.70000000000002,0,2022-02-04,158
3,0,734,7557.94,0,2022-02-04,158
0,0,9,558.0,1,2022-02-04,158
1,0,59,1628.3000000000002,1,2022-02-04,158
2,0,18,20.0,1,2022-02-04,158
3,0,294,12558.19,1,2022-02-04,158
1,0,216,1917.47,0,2022-02-05,159
2,0,22,141.70000000000002,0,2022-02-05,159
3,0,734,7557.94,0,2022-02-05,159
0,0,9,558.0,1,2022-02-05,159
1,0,59,1628.3000000000002,1,2022-02-05,159
2,0,18,20.0,1,2022-02-05,159
3,0,294,12558.19,1,2022-02-05,159
1,0,215,1911.47,0,2022-02-06,160
2,0,24,156.70000000000002,0,2022-02-06,160
3,0,734,7553.94,0,2022-02-06,160
0,0,9,558.0,1,2022-02-06,160
1,0,59,1628.3000000000002,1,2022-02-06,160
2,0,18,20.0,1,2022-02-06,160
3,0,294,12558.19,1,2022-02-06,160
1,0,215,1911.47,0,2022-02-07,161
2,0,24,156.70000000000002,0,2022-02-07,161
3,0,734,7553.94,0,2022-02-07,161
0,0,9,558.0,1,2022-02-07,161
1,0,59,1628.3000000000002,1,2022-02-07,161
2,0,18,20.0,1,2022-02-07,161
3,0,294,12558.19,1,2022-02-07,161
1,0,215,1911.47,0,2022-02-08,162
2,0,24,156.70000000000002,0,2022-02-08,162
3,0,734,7553.94,0,2022-02-08,162
0,0,9,558.0,1,2022-02-08,162
1,0,59,1628.3000000000002,1,2022-02-08,162
2,0,18,20.0,1,2022-02-08,162
3,0,294,12558.19,1,2022-02-08,162
1,0,215,1911.47,0,2022-02-09,163
2,0,24,156.70000000000002,0,2022-02-09,163
3,0,734,7553.94,0,2022-02-09,163
0,0,9,558.0,1,2022-02-09,163
1,0,59,1628.3000000000002,1,2022-02-09,163
2,0,18,20.0,1,2022-02-09,163
3,0,294,12558.19,1,2022-02-09,163
1,0,215,1911.47,0,2022-02-10,164
2,0,24,156.70000000000002,0,2022-02-10,164
3,0,734,7553.94,0,2022-02-10,164
0,0,9,558.0,1,2022-02-10,164
1,0,59,1628.3000000000002,1,2022-02-10,164
2,0,18,20.0,1,2022-02-10,164
3,0,294,12558.19,1,2022-02-10,164
1,0,215,1911.47,0,2022-02-11,165
2,0,24,156.70000000000002,0,2022-02-11,165
3,0,734,7553.94,0,2022-02-11,165
0,0,9,558.0,1,2022-02-11,165
1,0,59,1628.3000000000002,1,2022-02-11,165
2,0,18,20.0,1,2022-02-11,165
3,0,294,12558.19,1,2022-02-11,165
1,0,215,1911.47,0,2022-02-12,166
2,0,24,156.70000000000002,0,2022-02-12,166
3,0,734,7553.94,0,2022-02-12,166
0,0,9,558.0,1,2022-02-12,166
1,0,59,1628.3000000000002,1,2022-02-12,166
2,0,18,20.0,1,2022-02-12,166
3,0,294,12558.19,1,2022-02-12,166
1,0,215,1911.47,0,2022-02-13,167
2,0,24,156.70000000000002,0,2022-02-13,167
3,0,734,7553.94,0,2022-02-13,167
0,0,9,558.0,1,2022-02-13,167
1,0,59,1628.3000000000002,1,2022-02-13,167
2,0,18,20.0,1,2022-02-13,167
3,0,294,12558.19,1,2022-02-13,167
1,0,215,1911.47,0,2022-02-14,168
2,0,25,161.70000000000002,0,2022-02-14,168
3,0,734,7553.94,0,2022-02-14,168
0,0,9,558.0,1,2022-02-14,168
1,0,59,1628.3000000000002,1,2022-02-14,168
2,0,18,20.0,1,2022-02-14,168
3,0,294,12558.19,1,2022-02-14,168
1,0,215,1911.47,0,2022-02-15,169
2,0,25,161.70000000000002,0,2022-02-15,169
3,0,734,7553.94,0,2022-02-15,169
0,0,9,558.0,1,2022-02-15,169
1,0,59,1628.3000000000002,1,2022-02-15,169
2,0,18,20.0,1,2022-02-15,169
3,0,294,12558.19,1,2022-02-15,169
1,0,215,1911.47,0,2022-02-16,170
2,0,25,161.70000000000002,0,2022-02-16,170
3,0,734,7553.94,0,2022-02-16,170
0,0,9,558.0,1,2022-02-16,170
1,0,59,1628.3000000000002,1,2022-02-16,170
2,0,18,20.0,1,2022-02-16,170
3,0,294,12558.19,1,2022-02-16,170
1,0,215,1911.47,0,2022-02-17,171
2,0,25,161.70000000000002,0,2022-02-17,171
3,0,734,7553.94,0,2022-02-17,171
0,0,9,558.0,1,2022-02-17,171
1,0,59,1628.3000000000002,1,2022-02-17,171
2,0,18,20.0,1,2022-02-17,171
3,0,294,12558.19,1,2022-02-17,171
1,0,215,1911.47,0,2022-02-18,172
2,0,25,161.70000000000002,0,2022-02-18,172
3,0,734,7553.94,0,2022-02-18,172
0,0,9,558.0,1,2022-02-18,172
1,0,59,1628.3000000000002,1,2022-02-18,172
2,0,18,20.0,1,2022-02-18,172
3,0,294,12558.19,1,2022-02-18,172
1,0,215,1911.47,0,2022-02-19,173
2,0,25,161.70000000000002,0,2022-02-19,173
3,0,734,7553.94,0,2022-02-19,173
0,0,9,558.0,1,2022-02-19,173
1,0,59,1628.3000000000002,1,2022-02-19,173
2,0,18,20.0,1,2022-02-19,173
3,0,294,12558.19,1,2022-02-19,173
1,0,215,1911.47,0,2022-02-20,174
2,0,26,163.70000000000002,0,2022-02-20,174
3,0,734,7553.94,0,2022-02-20,174
0,0,9,558.0,1,2022-02-20,174
1,0,59,1628.3000000000002,1,2022-02-20,174
2,0,17,18.0,1,2022-02-20,174
3,0,294,12558.19,1,2022-02-20,174
1,0,215,1911.47,0,2022-02-21,175
2,0,26,163.70000000000002,0,2022-02-21,175
3,0,734,7553.94,0,2022-02-21,175
0,0,9,558.0,1,2022-02-21,175
1,0,59,1628.3000000000002,1,2022-02-21,175
2,0,17,18.0,1,2022-02-21,175
3,0,294,12558.19,1,2022-02-21,175
1,0,215,1911.47,0,2022-02-22,176
2,0,26,163.70000000000002,0,2022-02-22,176
3,0,734,7553.94,0,2022-02-22,176
0,0,9,558.0,1,2022-02-22,176
1,0,59,1628.3000000000002,1,2022-02-22,176
2,0,17,18.0,1,2022-02-22,176
3,0,294,12558.19,1,2022-02-22,176
1,0,215,1911.47,0,2022-02-23,177
2,0,27,163.70000000000002,0,2022-02-23,177
3,0,734,7553.94,0,2022-02-23,177
0,0,9,558.0,1,2022-02-23,177
1,0,59,1628.3000000000002,1,2022-02-23,177
2,0,17,18.0,1,2022-02-23,177
3,0,294,12558.19,1,2022-02-23,177
1,0,215,1911.47,0,2022-02-24,178
2,0,27,163.70000000000002,0,2022-02-24,178
3,0,734,7553.94,0,2022-02-24,178
0,0,9,558.0,1,2022-02-24,178
1,0,59,1628.3000000000002,1,2022-02-24,178
2,0,16,17.5,1,2022-02-24,178
3,0,294,12558.19,1,2022-02-24,178
1,0,215,1911.47,0,2022-02-25,179
2,0,27,163.70000000000002,0,2022-02-25,179
3,0,734,7553.94,0,2022-02-25,179
0,0,9,558.0,1,2022-02-25,179
1,0,59,1628.3000000000002,1,2022-02-25,179
2,0,15,17.0,1,2022-02-25,179
3,0,294,12558.19,1,2022-02-25,179
1,0,215,1911.47,0,2022-02-26,180
2,0,27,163.70000000000002,0,2022-02-26,180
3,0,734,7553.94,0,2022-02-26,180
0,0,9,558.0,1,2022-02-26,180
1,0,59,1628.3000000000002,1,2022-02-26,180
2,0,15,17.0,1,2022-02-26,180
3,0,294,12558.19,1,2022-02-26,180
1,0,215,1911.47,0,2022-02-27,181
2,0,27,163.70000000000002,0,2022-02-27,181
3,0,734,7553.94,0,2022-02-27,181
0,0,9,558.0,1,2022-02-27,181
1,0,59,1628.3000000000002,1,2022-02-27,181
2,0,15,17.0,1,2022-02-27,181
3,0,294,12558.19,1,2022-02-27,181
1,0,215,1911.47,0,2022-02-28,182
2,0,27,163.70000000000002,0,2022-02-28,182
3,0,734,7553.94,0,2022-02-28,182
0,0,9,558.0,1,2022-02-28,182
1,0,59,1628.3000000000002,1,2022-02-28,182
2,0,15,17.0,1,2022-02-28,182
3,0,294,12558.19,1,2022-02-28,182
1,0,227,2033.97,0,2022-03-01,183
2,0,23,166.20000000000002,0,2022-03-01,183
3,0,764,7895.6,0,2022-03-01,183
0,0,9,558.0,1,2022-03-01,183
1,0,59,1613.8000000000002,1,2022-03-01,183
2,0,18,61.3,1,2022-03-01,183
3,0,301,12711.99,1,2022-03-01,183
1,0,227,2033.97,0,2022-03-02,184
2,0,23,166.20000000000002,0,2022-03-02,184
3,0,764,7895.6,0,2022-03-02,184
0,0,9,558.0,1,2022-03-02,184
1,0,59,1613.8000000000002,1,2022-03-02,184
2,0,18,61.3,1,2022-03-02,184
3,0,301,12711.99,1,2022-03-02,184
1,0,227,2033.97,0,2022-03-03,185
2,0,23,166.20000000000002,0,2022-03-03,185
3,0,765,7899.200000000001,0,2022-03-03,185
0,0,9,558.0,1,2022-03-03,185
1,0,59,1613.8000000000002,1,2022-03-03,185
2,0,17,57.7,1,2022-03-03,185
3,0,301,12711.99,1,2022-03-03,185
1,0,227,2033.97,0,2022-03-04,186
2,0,23,166.20000000000002,0,2022-03-04,186
3,0,765,7899.200000000001,0,2022-03-04,186
0,0,9,558.0,1,2022-03-04,186
1,0,59,1613.8000000000002,1,2022-03-04,186
2,0,17,57.7,1,2022-03-04,186
